Season,AccountNumber,SingleGameTickets,PartialPlanTickets,GroupTickets,STM,AvgSpend,GamesAttended,FanSegment,DistanceToArena,BasketballPropensity,SocialMediaEngagement
2024,23183,0,0,2,0,$54.00 ,0,A,64,463,Medium
2024,23184,0,0,0,1,$56.00 ,0,Limited Data,1,,Medium
2024,23185,0,0,0,1,$197.00 ,5,Limited Data,4,567,Medium
2024,23186,0,0,6,0,$6.50 ,1,D,10,443,Low
2024,23187,4,0,0,0,$27.00 ,1,B,6,947,High
2024,23188,0,20,16,0,$124.31 ,6,B,7,916,Low
2024,23189,1,0,0,0,$14.00 ,1,D,75,920,Low
2024,23190,0,0,1,0,$96.60 ,0,Limited Data,17,662,High
2024,23191,0,0,3,0,$87.60 ,1,F,35,863,High
2024,23192,0,0,0,1,$25.00 ,14,A,3,931,Medium
2024,23193,1,0,0,0,$39.00 ,1,Limited Data,97,974,Medium
2024,23194,3,0,0,0,$25.00 ,1,Limited Data,6,926,Low
2024,23195,0,0,15,0,$133.00 ,0,A,20,858,Medium
2024,23196,0,6,0,0,$9.00 ,1,Limited Data,3,,High
2024,23197,2,0,0,0,$28.00 ,1,Limited Data,13,467,Low
2024,23198,8,0,0,0,$49.50 ,2,A,32,945,Medium
2024,23199,0,0,2,0,$73.00 ,1,Limited Data,50,421,High
2024,23200,0,0,46,0,$7.00 ,0,C,4,930,Medium
2024,23201,4,0,0,0,$179.00 ,0,F,248,939,Medium
2024,23202,0,0,46,0,$168.82 ,0,G,2,895,High
2024,23203,0,0,8,0,$24.00 ,1,F,101,703,Medium
2024,23204,5,0,0,0,$33.00 ,1,A,64,850,Medium
2024,23205,0,0,0,1,$152.00 ,0,Limited Data,10,,Medium
2024,23206,2,0,0,0,$48.00 ,1,A,29,920,Medium
2024,23207,3,0,0,0,$42.00 ,1,F,10,908,Low
2024,23208,0,20,0,0,$124.00 ,1,F,1,897,Medium
2024,23209,5,0,0,0,$129.66 ,1,A,6,925,High
2024,23210,0,0,3,0,$133.00 ,0,D,22,522,Medium
2024,23211,0,0,0,0,$41.00 ,1,Limited Data,15,508,Medium
2024,23212,2,0,0,0,$80.00 ,1,D,8,635,Medium
2024,23213,2,0,0,0,$176.00 ,1,Limited Data,2,545,Medium
2024,23214,6,0,0,0,$42.00 ,1,Limited Data,64,947,Medium
2024,23215,0,10,0,0,$152.00 ,2,D,9,959,High
2024,23216,0,0,45,0,$27.51 ,1,Limited Data,42,571,Low
2024,23217,4,0,0,0,$10.00 ,0,F,6,914,Medium
2024,23218,4,0,0,1,$206.19 ,4,G,68,951,Medium
2024,23219,4,0,0,0,$96.00 ,1,Limited Data,50,422,Medium
2024,23220,2,20,3,0,$178.60 ,7,A,8,880,Medium
2024,23221,2,0,0,0,$153.06 ,1,Limited Data,6,554,High
2024,23222,0,0,6,0,$75.00 ,1,F,6,413,Medium
2024,23223,0,0,5,0,$16.30 ,1,Limited Data,9,320,Low
2024,23224,3,0,0,0,$17.00 ,1,C,5,946,Medium
2024,23225,2,0,0,0,$30.00 ,1,A,9,944,Medium
2024,23226,0,0,5,0,$67.00 ,0,Limited Data,8,751,High
2024,23227,2,0,0,0,$49.50 ,1,Limited Data,79,765,High
2024,23228,0,0,6,0,$32.00 ,0,Limited Data,17,312,Low
2024,23229,4,0,0,0,$51.00 ,0,C,75,936,Low
2024,23230,0,0,31,0,$95.32 ,1,A,81,946,Medium
2024,23231,3,0,0,0,$126.00 ,0,B,10,963,Medium
2024,23232,3,0,0,0,$79.00 ,0,C,4,959,High
2024,23233,2,0,0,0,$180.80 ,0,B,8,937,Medium
2024,23234,2,0,0,0,$77.00 ,1,D,6,692,Medium
2024,23235,4,4,0,0,$10.75 ,2,A,6,672,Medium
2024,23236,0,0,0,0,$61.17 ,1,B,20,481,Medium
2024,23237,0,0,4,0,$113.53 ,1,A,25,345,Medium
2024,23238,4,0,0,0,$20.00 ,1,D,40,930,Medium
2024,23239,4,0,0,0,$101.00 ,1,Limited Data,,,Medium
2024,23240,2,0,0,0,$15.00 ,1,Limited Data,9,517,High
2024,23241,2,0,0,0,$97.00 ,1,Limited Data,3,924,Low
2024,23242,2,0,3,0,$17.80 ,1,Limited Data,20,884,Medium
2024,23243,3,0,0,0,$91.00 ,0,Limited Data,4,587,Low
2024,23244,0,0,2,0,$96.00 ,1,Limited Data,6,894,Low
2024,23245,4,0,0,0,$17.00 ,1,F,15,902,Low
2024,23246,1,0,0,0,$16.00 ,0,C,75,517,High
2024,23247,0,0,0,1,$113.00 ,0,D,4,917,High
2024,23248,4,0,0,0,$25.00 ,1,A,77,565,High
2024,23249,2,0,0,0,$135.00 ,1,F,365,465,High
2024,23250,4,0,0,0,$91.00 ,2,D,10,960,Low
2024,23251,1,0,0,0,$151.00 ,1,F,21,950,High
2024,23252,0,0,0,0,$114.88 ,0,Limited Data,39,403,Medium
2024,23253,2,0,0,0,$163.00 ,0,A,180,881,Low
2024,23254,6,0,0,0,$39.00 ,1,Limited Data,18,945,Medium
2024,23255,0,0,0,0,$229.00 ,0,Limited Data,,,Low
2024,23256,5,0,0,0,$84.13 ,2,B,3,950,Medium
2024,23257,2,0,0,0,$53.00 ,1,Limited Data,4,949,Medium
2024,23258,2,0,0,0,$73.00 ,1,B,41,940,Low
2024,23259,3,0,0,0,$117.00 ,2,G,38,868,Medium
2024,23260,2,0,0,0,$51.00 ,1,D,30,950,Low
2024,23261,4,0,0,0,$60.66 ,2,A,10,419,High
2024,23262,0,0,0,1,$186.00 ,0,Limited Data,6,,Low
2024,23263,0,20,0,0,$41.00 ,5,A,19,929,Medium
2024,23264,2,0,0,0,$55.00 ,1,D,20,488,Low
2024,23265,3,0,0,0,$179.00 ,0,Limited Data,65,943,Medium
2024,23266,2,0,0,0,$47.00 ,1,F,27,938,Medium
2024,23267,5,0,0,0,$155.00 ,0,Limited Data,208,212,Medium
2024,23268,2,0,0,0,$23.25 ,1,Limited Data,,,Low
2024,23269,0,0,0,1,$106.00 ,0,G,3,475,Medium
2024,23270,2,0,0,0,$108.00 ,1,A,77,926,Medium
2024,23271,2,0,0,0,$302.00 ,0,Limited Data,73,,Low
2024,23272,0,0,4,0,$87.00 ,1,Limited Data,11,432,High
2024,23273,4,0,0,0,$467.00 ,0,B,4,860,High
2024,23274,0,0,2,0,$3.31 ,1,B,12,348,Low
2024,23275,0,0,0,1,$118.60 ,4,G,4,937,High
2024,23276,2,0,0,0,$82.00 ,1,Limited Data,18,905,Medium
2024,23277,0,0,0,1,$74.00 ,15,G,5,537,Medium
2024,23278,0,0,2,0,$72.50 ,1,A,15,415,Medium
2024,23279,6,0,0,0,$41.67 ,2,A,20,946,Low
2024,23280,2,0,0,0,$54.00 ,1,A,35,947,High
2024,23281,0,4,0,0,$34.00 ,1,D,9,680,Medium
2024,23282,0,0,2,0,$36.00 ,1,Limited Data,3,640,Low
2024,23283,0,0,3,0,$60.23 ,1,Limited Data,,,High
2024,23284,0,0,23,0,$31.58 ,1,A,8,914,High
2024,23285,2,0,0,0,$80.00 ,0,Limited Data,116,922,Low
2024,23286,5,0,0,0,$39.25 ,1,C,5,850,High
2024,23287,0,0,0,1,$104.00 ,17,D,7,925,Medium
2024,23288,6,0,0,0,$97.00 ,1,Limited Data,738,931,High
2024,23289,2,0,0,0,$38.25 ,1,A,6,956,Medium
2024,23290,4,0,0,0,$77.00 ,1,A,79,908,Low
2024,23291,0,0,0,1,$47.00 ,1,G,10,956,Medium
2024,23292,3,0,0,0,$173.00 ,0,D,68,929,Low
2024,23293,0,0,4,0,$3.00 ,0,A,4,893,High
2024,23294,0,0,1,0,$47.23 ,0,Limited Data,5,534,Medium
2024,23295,3,0,0,0,$71.00 ,0,A,100,928,High
2024,23296,2,0,0,0,$18.00 ,1,A,5,955,High
2024,23297,3,0,0,0,$71.00 ,1,Limited Data,621,945,Medium
2024,23298,3,0,0,0,$127.00 ,1,A,256,927,Medium
2024,23299,2,0,5,0,$156.98 ,1,F,45,813,Medium
2024,23300,3,0,0,0,$73.00 ,1,Limited Data,6,893,Medium
2024,23301,6,0,0,0,$51.33 ,2,B,20,961,High
2024,23302,0,80,19,0,$131.43 ,5,B,23,960,High
2024,23303,0,0,5,0,$136.00 ,1,B,18,952,Low
2024,23304,1,0,0,0,$42.00 ,1,D,106,914,Medium
2024,23305,2,0,0,0,$61.00 ,1,C,59,486,Medium
2024,23306,4,0,0,0,$23.00 ,1,A,58,923,Medium
2024,23307,0,6,0,0,$44.83 ,1,Limited Data,3,618,High
2024,23308,0,4,0,0,$21.00 ,1,A,1,452,High
2024,23309,5,0,0,0,$76.00 ,1,Limited Data,18,331,High
2024,23310,2,0,0,0,$160.00 ,1,A,2,932,Medium
2024,23311,0,0,1,0,$60.82 ,1,F,74,625,Low
2024,23312,1,0,0,0,$64.00 ,1,B,13,926,Medium
2024,23313,2,0,0,0,$5.75 ,1,Limited Data,,,Low
2024,23314,0,6,0,0,$84.00 ,2,F,5,828,Medium
2024,23315,0,0,0,1,$145.00 ,16,G,20,942,Low
2024,23316,0,0,2,0,$146.00 ,1,B,19,958,Low
2024,23317,10,0,0,0,$71.00 ,2,Limited Data,22,271,High
2024,23318,0,0,3,0,$25.00 ,0,A,32,573,High
2024,23319,0,20,0,0,$132.00 ,4,A,18,744,Low
2024,23320,4,0,0,0,$16.50 ,2,A,10,840,Low
2024,23321,3,0,0,0,$107.00 ,0,F,76,934,Low
2024,23322,0,0,3,0,$62.00 ,0,B,64,726,High
2024,23323,3,0,0,0,$145.00 ,1,B,64,945,Medium
2024,23324,0,0,2,0,$152.00 ,1,F,9,378,Medium
2024,23325,0,0,5,0,$61.82 ,0,F,4,926,Medium
2024,23326,0,20,0,0,$310.00 ,3,G,11,918,Medium
2024,23327,4,0,0,0,$71.50 ,0,F,17,427,Medium
2024,23328,4,0,0,0,$151.00 ,0,C,66,924,Medium
2024,23329,4,0,0,0,$264.00 ,1,Limited Data,30,945,Low
2024,23330,0,0,10,0,$3.00 ,1,E,6,935,Medium
2024,23331,0,4,0,0,$12.00 ,0,A,100,935,Medium
2024,23332,0,0,0,1,$33.00 ,0,G,72,,Medium
2024,23333,0,0,4,0,$71.50 ,1,A,26,848,High
2024,23334,0,0,0,1,$136.00 ,0,Limited Data,6,,High
2024,23335,0,0,2,0,$84.31 ,1,Limited Data,,,Medium
2024,23336,1,0,0,0,$12.00 ,0,F,20,636,Low
2024,23337,2,0,0,0,$30.00 ,1,D,21,691,Medium
2024,23338,6,0,0,0,$66.00 ,1,C,9,940,High
2024,23339,3,0,0,0,$80.00 ,1,B,6,908,Medium
2024,23340,5,0,0,0,$37.00 ,1,C,22,944,High
2024,23341,4,0,0,0,$71.00 ,1,C,82,943,Medium
2024,23342,2,0,0,0,$21.00 ,1,A,8,606,Medium
2024,23343,0,0,0,1,$173.50 ,1,D,6,540,Medium
2024,23344,0,0,6,0,$27.95 ,1,F,95,969,Low
2024,23345,2,0,0,0,$48.13 ,1,Limited Data,,926,High
2024,23346,0,0,5,0,$28.00 ,0,Limited Data,4,634,Medium
2024,23347,4,0,0,0,$9.50 ,1,A,6,908,High
2024,23348,0,0,4,0,$37.82 ,1,B,55,939,Medium
2024,23349,0,0,4,0,$73.00 ,0,B,3,913,Low
2024,23350,2,0,0,0,$34.00 ,0,D,309,950,Medium
2024,23351,3,0,0,0,$30.00 ,1,F,62,887,Medium
2024,23352,0,20,0,0,$102.50 ,5,C,17,921,Medium
2024,23353,0,0,4,0,$10.00 ,1,F,4,912,High
2024,23354,5,0,0,0,$102.00 ,2,F,4,347,Medium
2024,23355,0,0,3,0,$65.00 ,0,C,85,457,Medium
2024,23356,2,0,0,0,$184.00 ,1,A,12,930,Medium
2024,23357,0,0,3,0,$68.00 ,0,E,91,706,Medium
2024,23358,2,0,0,0,$50.00 ,1,D,7,868,Low
2024,23359,3,0,0,0,$22.00 ,1,Limited Data,26,288,Low
2024,23360,2,0,0,0,$106.00 ,0,D,20,874,Medium
2024,23361,0,0,4,0,$70.00 ,0,B,6,207,Medium
2024,23362,0,4,0,0,$70.00 ,1,F,30,915,Medium
2024,23363,2,0,0,0,$156.43 ,1,F,75,852,Medium
2024,23364,2,0,0,0,$29.00 ,0,Limited Data,2,,Low
2024,23365,0,20,0,0,$379.00 ,4,C,1,913,Medium
2024,23366,4,0,0,0,$61.00 ,1,Limited Data,20,884,High
2024,23367,2,0,0,0,$74.69 ,0,A,,,Low
2024,23368,0,0,0,0,$67.17 ,0,E,8,921,High
2024,23369,5,0,0,0,$94.00 ,1,B,30,958,High
2024,23370,2,0,0,0,$72.00 ,1,B,40,614,Medium
2024,23371,2,0,0,0,$101.00 ,0,Limited Data,,,Medium
2024,23372,4,0,0,0,$115.00 ,0,D,64,490,Medium
2024,23373,6,0,4,0,$0.70 ,1,B,15,360,Medium
2024,23374,0,0,3,0,$112.00 ,1,F,74,528,Medium
2024,23375,4,0,0,0,$46.50 ,2,Limited Data,27,910,High
2024,23376,7,0,0,0,$45.29 ,2,Limited Data,10,920,Medium
2024,23377,0,0,4,0,$100.00 ,1,Limited Data,,,Low
2024,23378,3,0,0,0,$61.00 ,1,D,23,953,High
2024,23379,2,0,0,0,$118.00 ,1,F,84,909,High
2024,23380,0,8,0,0,$70.00 ,2,A,78,420,High
2024,23381,0,0,2,0,$68.00 ,1,Limited Data,13,465,Low
2024,23382,6,0,0,0,$53.00 ,0,A,18,720,Low
2024,23383,0,11,0,0,$18.00 ,0,Limited Data,10,937,Low
2024,23384,3,0,0,0,$58.00 ,1,Limited Data,1,616,Medium
2024,23385,8,0,0,0,$38.88 ,1,B,6,756,Medium
2024,23386,1,0,0,0,$27.00 ,0,C,107,957,Medium
2024,23387,0,0,4,0,$35.90 ,0,B,4,263,Medium
2024,23388,0,0,2,0,$54.00 ,1,A,15,716,Low
2024,23389,0,0,2,0,$37.00 ,1,B,17,640,High
2024,23390,2,0,0,0,$27.00 ,1,E,5,904,High
2024,23391,0,0,6,0,$74.00 ,0,B,3,954,High
2024,23392,5,0,0,0,$17.00 ,1,Limited Data,7,937,High
2024,23393,8,0,0,0,$34.50 ,2,Limited Data,,,High
2024,23394,2,0,0,0,$60.00 ,1,Limited Data,,,Low
2024,23395,0,0,0,1,$145.00 ,22,G,7,962,Medium
2024,23396,1,0,0,0,$135.00 ,1,D,736,959,Low
2024,23397,0,4,0,0,$35.00 ,1,Limited Data,5,342,Medium
2024,23398,4,0,0,0,$27.50 ,2,D,4,966,High
2024,23399,0,0,2,0,$101.00 ,0,Limited Data,30,422,High
2024,23400,0,0,2,0,$69.96 ,1,Limited Data,27,383,Medium
2024,23401,0,0,0,1,$120.00 ,0,Limited Data,73,,High
2024,23402,0,4,0,0,$45.00 ,1,D,,,Low
2024,23403,0,0,3,0,$2.33 ,1,F,95,884,Medium
2024,23404,2,0,0,0,$119.00 ,1,Limited Data,15,950,Medium
2024,23405,2,0,0,0,$1.00 ,1,B,11,901,Low
2024,23406,1,22,0,0,$130.57 ,6,F,18,542,High
2024,23407,0,0,6,0,$62.00 ,1,B,76,861,Medium
2024,23408,3,0,0,0,$35.00 ,0,A,10,931,Low
2024,23409,0,0,2,0,$15.05 ,0,Limited Data,,,Low
2024,23410,3,0,0,0,$58.00 ,1,F,2,934,Low
2024,23411,0,0,0,1,$100.00 ,7,A,11,924,High
2024,23412,4,0,0,0,$1.00 ,1,Limited Data,4,815,Low
2024,23413,2,0,0,0,$109.00 ,1,A,56,973,Medium
2024,23414,3,0,0,0,$69.00 ,0,Limited Data,81,701,Low
2024,23415,4,0,40,1,$191.90 ,1,G,79,962,Low
2024,23416,4,0,0,0,$22.50 ,4,F,8,825,Medium
2024,23417,0,0,0,1,$131.00 ,2,G,8,941,Low
2024,23418,0,20,0,0,$121.00 ,3,Limited Data,4,915,High
2024,23419,2,0,0,0,$18.00 ,1,C,7,926,High
2024,23420,0,0,4,0,$32.95 ,1,B,8,909,Medium
2024,23421,0,0,1,0,$7.00 ,0,C,21,235,Medium
2024,23422,0,0,2,0,$90.00 ,0,F,30,890,Low
2024,23423,1,0,0,0,$56.00 ,1,D,9,933,Medium
2024,23424,0,0,4,0,$68.58 ,1,A,4,695,Medium
2024,23425,4,0,0,0,$118.00 ,1,C,73,926,Medium
2024,23426,2,0,0,0,$10.00 ,1,A,28,951,Low
2024,23427,0,0,2,0,$96.44 ,0,C,7,534,Medium
2024,23428,0,0,5,0,$102.00 ,1,A,15,876,High
2024,23429,2,0,0,0,$44.00 ,1,Limited Data,2,939,Medium
2024,23430,4,0,0,0,$10.00 ,1,C,26,964,Medium
2024,23431,2,0,0,0,$84.00 ,1,F,6,914,Medium
2024,23432,0,0,6,0,$97.00 ,1,Limited Data,,,Medium
2024,23433,3,0,0,0,$133.00 ,1,A,3,628,Medium
2024,23434,5,0,0,0,$30.00 ,1,B,282,934,Low
2024,23435,2,0,0,0,$57.00 ,1,A,4,908,High
2024,23436,0,0,4,0,$26.00 ,0,B,25,913,High
2024,23437,0,0,5,0,$25.00 ,1,F,9,968,Medium
2024,23438,0,0,4,0,$17.00 ,0,Limited Data,21,308,Low
2024,23439,6,0,0,0,$69.25 ,0,Limited Data,,,Low
2024,23440,2,0,0,0,$97.00 ,1,D,10,936,High
2024,23441,6,0,0,0,$59.33 ,1,Limited Data,,,High
2024,23442,0,0,0,1,$529.00 ,6,G,81,966,Medium
2024,23443,4,0,0,0,$88.00 ,1,A,19,908,Medium
2024,23444,3,0,0,0,$90.00 ,1,G,7,956,High
2024,23445,2,4,0,0,$37.83 ,3,Limited Data,8,944,Low
2024,23446,2,0,0,0,$32.00 ,1,D,6,950,Low
2024,23447,0,0,5,0,$46.53 ,1,B,47,388,Medium
2024,23448,4,0,0,0,$35.00 ,1,B,33,907,Medium
2024,23449,3,0,0,0,$95.32 ,1,B,21,529,Medium
2024,23450,0,40,0,0,$121.00 ,4,A,19,889,High
2024,23451,0,0,4,0,$72.95 ,1,B,12,528,High
2024,23452,0,0,2,0,$38.11 ,1,C,1,656,Medium
2024,23453,0,0,4,0,$52.00 ,0,B,9,519,Medium
2024,23454,0,0,22,0,$48.57 ,1,Limited Data,18,496,High
2024,23455,0,0,2,0,$18.00 ,1,D,6,641,Medium
2024,23456,0,0,2,0,$79.00 ,1,Limited Data,,,Low
2024,23457,2,0,0,0,$214.00 ,1,F,54,955,High
2024,23458,3,0,0,0,$43.00 ,0,B,,,Medium
2024,23459,0,0,4,0,$45.00 ,1,B,10,941,Medium
2024,23460,6,0,0,0,$16.00 ,1,A,1,878,Low
2024,23461,2,0,0,0,$142.00 ,1,Limited Data,127,932,Low
2024,23462,2,0,0,0,$1.25 ,1,D,74,901,Low
2024,23463,4,4,0,0,$66.50 ,2,Limited Data,15,,High
2024,23464,6,0,6,0,$54.32 ,4,A,10,943,High
2024,23465,2,0,0,0,$114.00 ,0,Limited Data,,,High
2024,23466,0,0,0,1,$177.00 ,2,G,74,456,Medium
2024,23467,2,0,0,0,$61.90 ,1,Limited Data,,,Medium
2024,23468,0,0,0,1,$88.80 ,0,Limited Data,4,,High
2024,23469,2,0,0,0,$99.00 ,1,A,17,929,High
2024,23470,5,0,0,0,$55.00 ,1,A,4,868,Medium
2024,23471,0,0,3,0,$79.00 ,1,A,3,869,Medium
2024,23472,2,0,0,0,$66.00 ,1,D,9,944,Medium
2024,23473,4,0,0,0,$15.00 ,1,E,75,935,Medium
2024,23474,0,40,0,0,$81.00 ,9,G,9,915,Medium
2024,23475,4,0,0,0,$208.00 ,0,E,86,925,Medium
2024,23476,0,0,2,0,$119.00 ,1,E,6,551,High
2024,23477,0,0,4,0,$28.27 ,1,B,17,302,Medium
2024,23478,4,0,0,0,$146.00 ,0,A,68,960,Medium
2024,23479,0,0,4,0,$21.82 ,1,B,6,442,High
2024,23480,2,0,0,0,$32.00 ,0,D,12,907,Medium
2024,23481,2,0,0,0,$77.00 ,1,A,17,896,Medium
2024,23482,2,0,0,0,$1.00 ,1,Limited Data,4,923,Medium
2024,23483,1,0,0,0,$6.00 ,1,B,10,926,High
2024,23484,0,0,2,0,$63.00 ,0,Limited Data,6,679,High
2024,23485,4,0,0,0,$104.00 ,0,C,6,928,Medium
2024,23486,0,0,0,1,$27.00 ,5,Limited Data,2,950,Medium
2024,23487,0,0,0,1,$56.00 ,1,D,85,950,Low
2024,23488,0,0,0,1,$90.00 ,0,G,259,493,Low
2024,23489,0,0,6,0,$87.00 ,0,Limited Data,79,881,Low
2024,23490,0,0,8,0,$207.00 ,0,B,17,490,Medium
2024,23491,2,0,0,0,$97.00 ,0,A,1,508,Low
2024,23492,0,4,0,0,$19.00 ,1,B,68,950,Low
2024,23493,2,0,0,0,$44.00 ,1,D,24,933,Medium
2024,23494,0,0,0,1,$175.00 ,1,G,63,764,Medium
2024,23495,0,0,0,1,$118.00 ,0,G,1749,700,Medium
2024,23496,3,0,0,0,$207.00 ,1,A,50,861,Medium
2024,23497,0,0,4,0,$678.34 ,3,F,27,418,Low
2024,23498,0,8,0,0,$38.00 ,2,A,44,971,High
2024,23499,3,0,0,0,$183.00 ,1,A,48,914,High
2024,23500,1,0,0,0,$90.00 ,1,B,77,943,Low
2024,23501,2,0,0,0,$138.00 ,1,F,35,899,Medium
2024,23502,0,4,0,0,$12.00 ,1,Limited Data,93,,High
2024,23503,2,0,0,0,$9.00 ,1,A,5,948,Medium
2024,23504,0,0,4,0,$82.50 ,1,A,26,777,Medium
2024,23505,1,0,0,0,$276.33 ,1,A,2,840,Medium
2024,23506,0,0,9,0,$71.00 ,1,F,23,902,Medium
2024,23507,4,0,0,0,$63.00 ,0,A,6,925,Medium
2024,23508,0,0,3,0,$57.32 ,1,F,39,878,Medium
2024,23509,2,0,0,0,$57.00 ,1,Limited Data,297,930,High
2024,23510,3,0,0,0,$49.00 ,0,Limited Data,850,922,Low
2024,23511,0,0,0,1,$462.00 ,2,F,30,962,Low
2024,23512,5,0,0,0,$22.75 ,1,F,83,953,High
2024,23513,0,0,0,1,$93.00 ,0,G,95,906,High
2024,23514,0,0,0,1,$11.00 ,5,G,2,950,High
2024,23515,0,0,4,0,$2.00 ,0,B,18,742,Low
2024,23516,2,0,0,0,$37.00 ,1,Limited Data,7,926,Medium
2024,23517,0,0,7,0,$63.00 ,0,F,18,477,High
2024,23518,2,0,0,0,$6.00 ,1,D,2,893,High
2024,23519,0,0,2,0,$5.07 ,1,D,41,934,Medium
2024,23520,0,40,0,0,$129.00 ,2,A,1211,924,High
2024,23521,2,0,0,0,$35.00 ,1,A,9,886,Medium
2024,23522,0,0,2,0,$16.68 ,1,E,18,572,Medium
2024,23523,2,0,2,0,$11.13 ,2,Limited Data,,,Low
2024,23524,3,0,0,0,$42.00 ,1,B,6,943,Low
2024,23525,5,0,0,0,$63.00 ,2,Limited Data,,,Medium
2024,23526,0,0,0,1,$138.00 ,13,Limited Data,7,923,Medium
2024,23527,1,0,0,0,$71.00 ,1,Limited Data,,,Medium
2024,23528,0,0,4,0,$74.00 ,1,A,6,700,High
2024,23529,2,0,0,0,$47.00 ,1,Limited Data,,,Low
2024,23530,2,0,0,0,$12.00 ,1,A,9,693,High
2024,23531,0,0,2,0,$31.78 ,1,Limited Data,,,Low
2024,23532,4,0,0,0,$23.00 ,1,Limited Data,,926,Low
2024,23533,2,0,0,0,$24.00 ,1,Limited Data,6,943,Medium
2024,23534,0,0,5,0,$39.60 ,0,Limited Data,28,177,Medium
2024,23535,5,0,0,0,$11.00 ,1,A,53,954,Medium
2024,23536,0,0,3,0,$74.00 ,1,Limited Data,39,445,Medium
2024,23537,4,0,11,0,$33.76 ,2,B,6,897,High
2024,23538,0,0,0,0,$253.00 ,1,E,1,470,High
2024,23539,4,0,0,0,$65.00 ,1,Limited Data,19,390,Medium
2024,23540,4,0,0,0,$32.00 ,1,F,11,879,Medium
2024,23541,0,2,0,0,$8.00 ,1,F,129,927,Medium
2024,23542,2,0,0,0,$45.00 ,1,B,170,871,Low
2024,23543,0,24,7,0,$82.50 ,6,D,4,956,Medium
2024,23544,2,0,0,0,$35.00 ,1,B,4,864,Medium
2024,23545,2,0,0,0,$31.00 ,1,Limited Data,35,756,Medium
2024,23546,0,0,0,1,$24.00 ,23,G,50,946,Low
2024,23547,0,0,3,0,$74.90 ,1,Limited Data,,,Medium
2024,23548,0,0,8,0,$21.55 ,2,Limited Data,22,425,Medium
2024,23549,0,20,0,0,$169.50 ,4,A,19,924,Medium
2024,23550,0,0,2,0,$81.95 ,1,F,9,628,Low
2024,23551,2,0,0,0,$47.00 ,0,Limited Data,,,High
2024,23552,4,0,0,0,$38.00 ,0,A,12,503,Medium
2024,23553,0,0,8,0,$72.69 ,0,Limited Data,19,551,High
2024,23554,0,0,0,1,$123.00 ,10,D,1,959,High
2024,23555,2,0,0,0,$18.00 ,1,B,6,880,Medium
2024,23556,4,0,0,0,$23.63 ,1,B,6,536,Low
2024,23557,0,0,3,0,$29.00 ,1,Limited Data,76,,Medium
2024,23558,1,0,0,0,$66.00 ,1,B,7,945,Low
2024,23559,0,4,0,0,$25.00 ,1,A,48,945,Medium
2024,23560,6,0,0,0,$168.00 ,1,B,2,928,Low
2024,23561,5,0,0,0,$149.00 ,1,A,83,890,Low
2024,23562,4,0,0,0,$127.00 ,1,A,12,969,Medium
2024,23563,0,0,4,0,$66.00 ,1,F,9,274,Low
2024,23564,8,0,0,0,$0.25 ,1,A,10,325,Medium
2024,23565,4,0,0,0,$35.00 ,1,Limited Data,21,307,Medium
2024,23566,0,0,2,0,$48.00 ,0,F,6,628,Low
2024,23567,6,0,0,0,$63.00 ,0,Limited Data,9,897,Medium
2024,23568,1,0,0,0,$4.00 ,1,Limited Data,37,166,Low
2024,23569,1,0,0,0,$94.00 ,1,A,58,943,Medium
2024,23570,2,0,0,0,$12.00 ,0,Limited Data,1725,663,Medium
2024,23571,3,0,0,0,$25.00 ,0,C,28,940,Low
2024,23572,4,0,0,0,$77.00 ,1,Limited Data,,,Low
2024,23573,0,0,2,0,$64.50 ,0,D,15,380,Low
2024,23574,6,0,0,0,$77.00 ,1,A,22,914,High
2024,23575,2,0,0,0,$109.00 ,1,D,128,971,Low
2024,23576,0,0,5,0,$27.00 ,1,A,22,853,Low
2024,23577,2,0,0,0,$11.00 ,1,Limited Data,,,Low
2024,23578,4,0,0,0,$57.90 ,1,C,6,385,Medium
2024,23579,2,0,0,0,$59.00 ,0,F,845,957,Low
2024,23580,0,0,7,0,$106.00 ,1,Limited Data,50,261,High
2024,23581,3,0,0,0,$42.00 ,1,B,15,940,Low
2024,23582,2,0,0,0,$49.00 ,0,A,88,913,Low
2024,23583,1,0,0,0,$37.00 ,1,A,3,905,Medium
2024,23584,4,0,0,0,$33.00 ,0,A,15,949,High
2024,23585,0,0,5,0,$26.00 ,1,A,14,929,High
2024,23586,4,0,0,0,$22.50 ,1,B,30,935,Low
2024,23587,2,0,0,0,$56.00 ,0,F,20,953,Medium
2024,23588,2,0,0,0,$68.00 ,1,B,13,944,Medium
2024,23589,0,40,2,0,$152.29 ,8,G,106,972,High
2024,23590,1,0,0,0,$164.00 ,1,B,34,931,Medium
2024,23591,0,0,6,0,$9.00 ,1,Limited Data,11,375,Low
2024,23592,0,0,4,0,$60.90 ,1,F,18,754,Medium
2024,23593,0,0,40,0,$15.44 ,1,Limited Data,,,High
2024,23594,0,0,6,0,$80.53 ,0,Limited Data,,,Low
2024,23595,0,0,2,0,$11.93 ,1,A,13,928,Low
2024,23596,0,0,0,0,$465.00 ,1,E,17,942,Low
2024,23597,0,0,0,1,$174.00 ,9,G,1141,942,Low
2024,23598,0,0,0,1,$57.00 ,7,Limited Data,3,,High
2024,23599,2,0,0,0,$105.00 ,0,Limited Data,,,Medium
2024,23600,4,0,0,0,$16.00 ,1,A,13,204,Medium
