Season,AccountNumber,SingleGameTickets,PartialPlanTickets,GroupTickets,AvgSpend,GamesAttended,FanSegment,DistanceToArena,BasketballPropensity,SocialMediaEngagement,SumGamesAttended,TotNumTicketsPurchased,AvgSpend_norm,SocialMediaEngagement_norm,DistanceToArena_norm,BasketballPropensity_norm
2024,29377,2,0,0,52.0,1,D,73.0,861.0,Medium,1,2,0.015771913861085837,0.67,0.0,0.861
2024,29378,2,0,0,98.32,1,Limited Data,1.0,683.5054579566774,Medium,1,2,0.02982104943888383,0.67,1.0,0.6835054579566775
2024,29379,4,0,0,24.0,1,B,7.0,909.0,Medium,1,2,0.007279344858962694,0.67,1.0,0.909
2024,29380,0,4,0,8.0,1,Limited Data,10.0,683.5054579566774,High,1,4,0.002426448286320898,1.0,1.0,0.6835054579566775
2024,29381,1,0,0,90.0,1,D,665.0,952.0,Low,1,1,0.0272975432211101,0.33,0.0,0.952
2024,29382,1,0,0,4.95,1,C,240.0,920.0,Low,1,1,0.0015013648771610556,0.33,0.0,0.92
2024,29383,0,20,0,153.0,1,B,13.0,621.0,Medium,10,20,0.04640582347588717,0.67,1.0,0.621
2024,29384,3,0,0,55.0,1,F,26.0,936.0,Medium,1,3,0.01668183196845617,0.67,0.5,0.936
2024,29385,2,0,0,62.0,0,B,21.0,503.0,Medium,1,2,0.01880497421898696,0.67,0.5,0.503
2024,29386,2,0,0,12.0,1,C,1.0,714.0,Medium,1,2,0.003639672429481347,0.67,1.0,0.714
2024,29387,0,20,0,58.5,6,D,3.0,888.0,Medium,10,20,0.017743403093721567,0.67,1.0,0.888
2024,29388,2,0,0,27.0,1,Limited Data,1.0,936.0,Medium,1,2,0.00818926296633303,0.67,1.0,0.936
2024,29389,2,0,0,42.0,0,D,4.0,926.0,Low,1,2,0.012738853503184714,0.33,1.0,0.926
2024,29390,2,0,0,67.0,1,A,12.0,953.0,Medium,1,2,0.02032150439793752,0.67,1.0,0.953
2024,29391,1,0,0,7.0,1,C,4.0,586.0,High,1,1,0.0021231422505307855,1.0,1.0,0.586
2024,29392,1,0,0,7.25,1,D,6.0,467.0,Medium,1,1,0.0021989687594783135,0.67,1.0,0.467
2024,29393,4,0,0,49.0,1,Limited Data,2.0,387.0,Medium,1,4,0.014861995753715499,0.67,1.0,0.387
2024,29394,0,0,1,29.21,0,Limited Data,104.0,683.5054579566774,Medium,1,1,0.008859569305429178,0.67,0.0,0.6835054579566775
2024,29395,4,0,0,118.5,2,D,148.74457038579175,950.0,Medium,2,4,0.0359417652411283,0.67,0.0,0.95
2024,29396,1,0,0,55.0,1,F,74.0,837.0,Medium,1,1,0.01668183196845617,0.67,0.0,0.837
2024,29397,1,0,0,75.0,1,Limited Data,672.0,957.0,Medium,1,1,0.022747952684258416,0.67,0.0,0.957
2024,29398,4,0,0,0.0,1,D,106.0,926.0,Low,1,4,0.0,0.33,0.0,0.926
2024,29399,4,0,6,26.56,2,C,9.0,934.0,Medium,5,10,0.00805580831058538,0.67,1.0,0.934
2024,29400,4,0,0,0.25,1,B,3.0,367.0,Medium,1,4,7.582650894752806e-05,0.67,1.0,0.367
2024,29401,0,2,0,45.0,1,A,158.0,663.0,High,1,2,0.01364877161055505,1.0,0.0,0.663
2024,29402,0,10,0,58.8,3,A,98.0,864.0,Medium,5,10,0.017834394904458598,0.67,0.0,0.864
2024,29403,2,0,0,46.0,1,A,1701.0,953.0,High,1,2,0.013952077646345162,1.0,0.0,0.953
2024,29404,0,0,5,20.2,1,A,18.0,345.0,Medium,1,5,0.006126781922960267,0.67,1.0,0.345
2024,29405,3,0,0,116.0,2,A,139.0,955.0,Low,2,6,0.035183500151653016,0.33,0.0,0.955
2024,29406,3,0,0,11.0,1,D,4.0,949.0,Medium,1,3,0.0033363663936912345,0.67,1.0,0.949
2024,29407,0,0,8,82.63,1,A,89.0,505.0,Medium,1,8,0.02506217773733697,0.67,0.0,0.505
2024,29408,0,0,4,70.5,1,B,7.0,818.0,Medium,1,4,0.021383075523202913,0.67,1.0,0.818
2024,29409,4,0,0,1.0,1,F,296.0,905.0,Medium,1,4,0.00030330603579011223,0.67,0.0,0.905
2024,29410,2,0,0,43.0,0,Limited Data,1.0,939.0,High,1,2,0.013042159538974826,1.0,1.0,0.939
2024,29411,3,0,0,79.0,1,Limited Data,3.0,926.0,High,1,3,0.023961176827418867,1.0,1.0,0.926
2024,29412,4,0,0,23.0,0,C,75.0,648.0,Medium,1,4,0.006976038823172581,0.67,0.0,0.648
2024,29413,1,0,0,8.0,1,C,1.0,942.0,Medium,1,1,0.002426448286320898,0.67,1.0,0.942
2024,29414,0,0,7,42.0,1,Limited Data,12.0,930.0,High,1,7,0.012738853503184714,1.0,1.0,0.93
2024,29415,2,0,0,19.0,1,A,0.0,309.0,High,1,2,0.005762814680012132,1.0,1.0,0.309
2024,29416,2,0,0,2.0,1,A,95.0,982.0,Medium,1,2,0.0006066120715802245,0.67,0.0,0.982
2024,29417,2,0,0,72.0,0,D,28.0,947.0,Medium,1,2,0.02183803457688808,0.67,0.5,0.947
2024,29418,4,0,0,34.5,1,A,75.0,683.5054579566774,High,1,4,0.010464058234758872,1.0,0.0,0.6835054579566775
2024,29419,3,0,0,99.0,1,D,62.0,926.0,Medium,1,3,0.03002729754322111,0.67,0.0,0.926
2024,29420,2,0,0,74.0,1,C,24.0,924.0,Low,1,2,0.022444646648468305,0.33,0.5,0.924
2024,29421,0,0,2,33.0,0,D,47.0,573.0,Medium,1,2,0.010009099181073703,0.67,0.5,0.573
2024,1217,4,0,0,88.0,2,Limited Data,3.0,879.0,Low,4,7,0.026690931149529876,0.33,1.0,0.879
2024,29422,2,0,0,88.0,1,Limited Data,26.0,943.0,Medium,1,2,0.026690931149529876,0.67,0.5,0.943
2024,29423,3,0,0,100.0,1,A,75.0,957.0,Low,1,3,0.030330603579011222,0.33,0.0,0.957
2024,29424,1,0,0,99.71,0,C,10.0,896.0,High,1,1,0.03024264482863209,1.0,1.0,0.896
2024,29425,2,0,0,46.0,0,C,353.0,939.0,Medium,1,2,0.013952077646345162,0.67,0.0,0.939
2024,29426,3,0,0,156.0,0,C,1.0,525.0,Low,1,3,0.047315741583257506,0.33,1.0,0.525
2024,29427,2,0,0,12.0,1,A,81.0,947.0,Medium,1,2,0.003639672429481347,0.67,0.0,0.947
2024,29428,2,0,0,56.0,0,Limited Data,114.0,242.0,Low,1,2,0.016985138004246284,0.33,0.0,0.242
2024,29429,4,0,0,81.0,1,A,74.0,967.0,Medium,1,4,0.02456778889899909,0.67,0.0,0.967
2024,29430,0,0,4,92.41,0,Limited Data,4.0,399.0,Low,2,4,0.02802851076736427,0.33,1.0,0.399
2024,29431,0,0,6,35.42,1,Limited Data,20.0,683.5054579566774,Medium,1,6,0.010743099787685775,0.67,0.5,0.6835054579566775
2024,29432,4,0,0,96.5,2,B,41.0,946.0,Medium,2,4,0.02926903245374583,0.67,0.5,0.946
2024,29433,0,0,2,32.0,1,A,10.0,947.0,Medium,1,2,0.009705793145283591,0.67,1.0,0.947
2024,29434,4,0,0,77.0,1,A,66.0,934.0,High,1,4,0.02335456475583864,1.0,0.0,0.934
2024,29435,0,0,2,18.0,1,A,136.0,556.0,High,1,2,0.00545950864422202,1.0,0.0,0.556
2024,29436,3,0,0,31.0,1,D,6.0,926.0,Low,1,3,0.00940248710949348,0.33,1.0,0.926
2024,29437,2,0,0,53.0,1,D,74.0,940.0,High,1,2,0.016075219896875947,1.0,0.0,0.94
2024,29438,4,0,0,25.0,1,F,22.0,690.0,Medium,1,4,0.0075826508947528055,0.67,0.5,0.69
2024,29439,2,0,0,15.0,1,C,13.0,950.0,Low,1,2,0.004549590536851683,0.33,1.0,0.95
2024,29440,6,0,0,1.0,1,D,17.0,938.0,Medium,1,6,0.00030330603579011223,0.67,1.0,0.938
2024,29441,0,0,4,1.37,1,Limited Data,133.0,683.5054579566774,Low,1,4,0.0004155292690324538,0.33,0.0,0.6835054579566775
2024,29442,2,0,0,6.0,1,Limited Data,13.0,530.0,Medium,1,2,0.0018198362147406734,0.67,1.0,0.53
2024,29443,5,0,0,14.0,1,Limited Data,81.0,927.0,Medium,1,5,0.004246284501061571,0.67,0.0,0.927
2024,29444,0,0,2,58.53,0,A,127.0,480.0,Medium,1,2,0.01775250227479527,0.67,0.0,0.48
2024,29445,2,0,0,35.0,1,Limited Data,148.74457038579175,683.5054579566774,High,1,2,0.010615711252653927,1.0,0.0,0.6835054579566775
2024,29446,0,0,4,22.0,1,F,128.0,779.0,Medium,1,4,0.006672732787382469,0.67,0.0,0.779
2024,29447,5,0,0,42.0,1,E,102.0,947.0,Medium,1,5,0.012738853503184714,0.67,0.0,0.947
2024,29448,4,0,0,159.0,1,B,52.0,974.0,Medium,1,4,0.048225659690627844,0.67,0.0,0.974
2024,29449,2,0,0,15.0,1,Limited Data,74.0,923.0,Medium,1,2,0.004549590536851683,0.67,0.0,0.923
2024,29450,4,0,0,29.0,0,A,62.0,935.0,Medium,1,4,0.008795875037913254,0.67,0.0,0.935
2024,29451,2,0,0,104.0,1,B,24.0,578.0,High,1,2,0.03154382772217167,1.0,0.5,0.578
2024,29452,0,40,0,55.0,7,D,7.0,887.0,Medium,20,40,0.01668183196845617,0.67,1.0,0.887
2024,29453,2,0,0,55.0,1,Limited Data,148.74457038579175,683.5054579566774,Medium,1,2,0.01668183196845617,0.67,0.0,0.6835054579566775
2024,29454,2,0,0,53.0,1,Limited Data,170.0,683.5054579566774,High,1,2,0.016075219896875947,1.0,0.0,0.6835054579566775
2024,29455,4,0,0,25.0,0,G,902.0,965.0,Medium,1,4,0.0075826508947528055,0.67,0.0,0.965
2024,29456,2,0,0,69.0,0,A,18.0,924.0,High,1,2,0.020928116469517744,1.0,1.0,0.924
2024,29457,3,20,0,61.52,7,C,856.0,956.0,Medium,11,23,0.018659387321807705,0.67,0.0,0.956
2024,29458,2,0,0,0.0,1,C,5.0,948.0,High,1,2,0.0,1.0,1.0,0.948
2024,29459,1,0,4,92.4,1,A,26.0,404.0,Medium,1,5,0.02802547770700637,0.67,0.5,0.404
2024,29460,5,0,0,68.0,1,B,644.0,959.0,High,1,5,0.02062481043372763,1.0,0.0,0.959
2024,29461,6,0,0,83.5,1,F,19.0,950.0,Medium,2,6,0.02532605398847437,0.67,1.0,0.95
2024,29462,0,0,4,53.6,1,A,6.0,932.0,High,1,4,0.016257203518350017,1.0,1.0,0.932
2024,29463,2,0,0,202.0,1,B,55.0,938.0,Medium,1,2,0.06126781922960267,0.67,0.0,0.938
2024,29464,4,0,0,29.0,0,A,29.0,380.0,High,2,4,0.008795875037913254,1.0,0.5,0.38
2024,29465,2,0,0,36.0,1,A,88.0,567.0,Medium,1,2,0.01091901728844404,0.67,0.0,0.567
2024,29466,5,0,0,14.0,1,A,66.0,899.0,Medium,1,5,0.004246284501061571,0.67,0.0,0.899
2024,29467,2,0,0,66.0,1,F,854.0,638.0,Low,1,2,0.020018198362147407,0.33,0.0,0.638
2024,29468,6,0,0,99.0,1,G,7.0,905.0,Medium,1,6,0.03002729754322111,0.67,1.0,0.905
2024,29469,0,0,4,2.0,1,C,4.0,683.5054579566774,Low,1,4,0.0006066120715802245,0.33,1.0,0.6835054579566775
2024,29470,1,0,0,5.0,1,Limited Data,4.0,519.0,Low,1,1,0.001516530178950561,0.33,1.0,0.519
2024,29471,7,0,0,137.0,3,C,22.0,914.0,High,4,7,0.04155292690324537,1.0,0.5,0.914
2024,29472,3,0,0,101.0,1,G,22.0,894.0,Medium,1,3,0.030633909614801336,0.67,0.5,0.894
2024,29473,2,0,0,88.0,1,B,1.0,914.0,Medium,1,2,0.026690931149529876,0.67,1.0,0.914
2024,29474,0,0,2,6.0,0,D,6.0,422.0,Low,1,2,0.0018198362147406734,0.33,1.0,0.422
2024,29475,1,0,0,23.0,1,C,21.0,940.0,Low,1,1,0.006976038823172581,0.33,0.5,0.94
2024,29476,2,0,0,57.0,0,Limited Data,4.0,683.5054579566774,Medium,1,2,0.017288444040036398,0.67,1.0,0.6835054579566775
2024,29477,3,0,3,41.5,2,B,47.0,605.0,Medium,2,6,0.012587200485289657,0.67,0.5,0.605
2024,29478,0,22,0,216.99,5,A,34.0,969.0,Low,10,22,0.06581437670609645,0.33,0.5,0.969
2024,29479,6,0,0,20.75,1,Limited Data,2.0,941.0,Medium,1,6,0.006293600242644829,0.67,1.0,0.941
2024,29480,0,40,0,177.0,3,Limited Data,102.0,624.0,Low,10,40,0.05368516833484986,0.33,0.0,0.624
2024,29481,34,0,0,33.18,2,A,7.0,944.0,Medium,2,34,0.010063694267515924,0.67,1.0,0.944
2024,29482,0,40,0,187.0,2,B,70.0,961.0,Medium,10,40,0.056718228692750984,0.67,0.0,0.961
2024,29483,2,0,0,48.0,0,Limited Data,66.0,926.0,Medium,1,2,0.014558689717925387,0.67,0.0,0.926
2024,29484,3,0,0,93.0,0,A,148.74457038579175,926.0,Low,1,3,0.028207461328480437,0.33,0.0,0.926
2024,29485,6,0,0,33.0,0,A,82.0,551.0,Low,1,6,0.010009099181073703,0.33,0.0,0.551
2024,29486,2,0,0,163.0,1,A,22.0,935.0,Medium,1,2,0.04943888383378829,0.67,0.5,0.935
2024,29487,3,0,0,116.0,0,A,128.0,899.0,High,1,3,0.035183500151653016,1.0,0.0,0.899
2024,29488,3,0,0,162.0,0,Limited Data,99.0,590.0,High,1,3,0.04913557779799818,1.0,0.0,0.59
2024,29489,4,0,0,26.0,1,F,42.0,936.0,High,1,4,0.007885956930542918,1.0,0.5,0.936
2024,29490,4,0,0,49.0,1,C,1.0,879.0,Medium,1,2,0.014861995753715499,0.67,1.0,0.879
2024,29491,2,0,0,6.0,0,Limited Data,82.0,380.0,High,1,2,0.0018198362147406734,1.0,0.0,0.38
2024,29492,10,0,0,29.75,1,F,22.0,401.0,High,1,10,0.009023354564755838,1.0,0.5,0.401
2024,29493,5,0,0,20.0,1,B,12.0,674.0,Medium,1,5,0.006066120715802244,0.67,1.0,0.674
2024,29494,0,0,6,2.93,1,Limited Data,36.0,409.0,Low,1,6,0.0008886866848650289,0.33,0.5,0.409
2024,29495,4,0,0,102.0,1,E,89.0,655.0,Medium,1,4,0.030937215650591446,0.67,0.0,0.655
2024,29496,6,40,0,110.22,6,C,12.0,931.0,High,10,23,0.03343039126478617,1.0,1.0,0.931
2024,29497,6,0,0,74.5,0,A,158.0,940.0,High,2,6,0.02259629966636336,1.0,0.0,0.94
2024,1225,2,0,0,60.25,1,Limited Data,100.0,683.5054579566774,Low,2,4,0.018274188656354263,0.33,0.0,0.6835054579566775
2024,29498,1,0,0,38.0,1,A,69.0,907.0,Medium,1,1,0.011525629360024265,0.67,0.0,0.907
2024,29499,0,0,5,46.53,1,Limited Data,13.0,564.0,Medium,1,5,0.014112829845313922,0.67,1.0,0.564
2024,29500,3,0,0,41.0,1,A,12.0,939.0,High,1,3,0.0124355474673946,1.0,1.0,0.939
2024,29501,4,0,0,190.0,0,Limited Data,130.0,455.0,Low,1,4,0.05762814680012132,0.33,0.0,0.455
2024,29502,2,0,0,33.0,0,B,77.0,908.0,High,1,2,0.010009099181073703,1.0,0.0,0.908
2024,29503,6,0,0,16.0,1,G,4.0,910.0,Low,1,6,0.004852896572641796,0.33,1.0,0.91
2024,29504,0,40,0,135.5,2,B,3.0,873.0,High,10,40,0.041097967849560206,1.0,1.0,0.873
2024,29505,3,0,0,5.0,1,A,35.0,557.0,Medium,1,3,0.001516530178950561,0.67,0.5,0.557
2024,29506,4,0,0,64.0,1,A,88.0,613.0,Low,1,4,0.019411586290567183,0.33,0.0,0.613
2024,29507,0,0,4,22.0,0,B,11.0,354.0,High,1,4,0.006672732787382469,1.0,1.0,0.354
2024,29509,5,0,0,87.0,1,Limited Data,66.0,683.5054579566774,High,1,5,0.026387625113739762,1.0,0.0,0.6835054579566775
2024,29510,2,0,0,73.0,1,D,6.0,879.0,Medium,1,2,0.022141340612678192,0.67,1.0,0.879
2024,29511,0,0,10,5.0,0,D,6.0,903.0,Medium,1,10,0.001516530178950561,0.67,1.0,0.903
2024,29512,0,9,0,116.67,0,B,78.0,940.0,High,3,9,0.03538671519563239,1.0,0.0,0.94
2024,29513,6,0,0,55.0,1,B,351.0,949.0,Medium,1,6,0.01668183196845617,0.67,0.0,0.949
2024,29514,0,40,0,203.0,2,E,1.0,577.0,High,20,40,0.06157112526539278,1.0,1.0,0.577
2024,29515,2,0,0,30.0,1,A,6.0,914.0,Low,1,2,0.009099181073703366,0.33,1.0,0.914
2024,29516,2,0,0,61.0,1,Limited Data,10.0,932.0,Medium,1,2,0.018501668183196845,0.67,1.0,0.932
2024,29517,4,0,0,109.0,1,B,69.0,923.0,Medium,1,4,0.03306035790112223,0.67,0.0,0.923
2024,29518,3,0,0,81.0,0,C,76.0,948.0,High,1,3,0.02456778889899909,1.0,0.0,0.948
2024,29519,0,0,2,14.0,1,B,10.0,589.0,Medium,1,2,0.004246284501061571,0.67,1.0,0.589
2024,29520,4,0,0,112.0,1,B,69.0,860.0,High,1,4,0.03397027600849257,1.0,0.0,0.86
2024,29521,3,0,0,78.0,1,Limited Data,298.0,522.0,Medium,1,3,0.023657870791628753,0.67,0.0,0.522
2024,29522,2,0,0,58.0,0,Limited Data,18.0,683.5054579566774,High,1,2,0.017591750075826508,1.0,1.0,0.6835054579566775
2024,29523,0,0,0,86.9,1,A,165.0,921.0,Low,2,8,0.026357294510160754,0.33,0.0,0.921
2024,29524,4,0,0,63.0,1,D,6.0,950.0,Medium,1,4,0.01910828025477707,0.67,1.0,0.95
2024,29525,2,0,0,47.0,1,Limited Data,79.0,635.0,Medium,1,2,0.014255383682135275,0.67,0.0,0.635
2024,29526,3,0,0,36.0,1,Limited Data,6.0,889.0,Medium,1,3,0.01091901728844404,0.67,1.0,0.889
2024,29527,0,0,2,23.0,0,D,9.0,301.0,High,1,2,0.006976038823172581,1.0,1.0,0.301
2024,29528,0,0,2,5.0,1,E,20.0,429.0,Low,1,2,0.001516530178950561,0.33,0.5,0.429
2024,29529,0,0,2,37.0,0,A,10.0,381.0,Medium,1,2,0.011222323324234153,0.67,1.0,0.381
2024,29530,0,4,0,6.0,1,F,156.0,791.0,Medium,1,4,0.0018198362147406734,0.67,0.0,0.791
2024,29531,2,0,0,34.0,1,Limited Data,6.0,683.5054579566774,Low,1,2,0.010312405216863815,0.33,1.0,0.6835054579566775
2024,29532,2,0,0,11.0,1,C,160.0,845.0,Medium,1,2,0.0033363663936912345,0.67,0.0,0.845
2024,29533,2,0,0,198.0,1,C,7.0,889.0,High,1,2,0.06005459508644222,1.0,1.0,0.889
2024,29534,5,0,0,18.0,1,B,20.0,947.0,Low,1,5,0.00545950864422202,0.33,0.5,0.947
2024,29535,2,0,0,15.0,1,B,79.0,856.0,High,1,2,0.004549590536851683,1.0,0.0,0.856
2024,29536,1,0,0,65.0,1,C,75.0,913.0,Medium,1,1,0.019714892326357293,0.67,0.0,0.913
2024,1227,4,0,0,67.0,1,Limited Data,1702.0,950.0,Medium,4,12,0.02032150439793752,0.67,0.0,0.95
2024,29537,2,0,0,234.0,0,B,83.0,967.0,Low,1,2,0.07097361237488627,0.33,0.0,0.967
2024,29538,0,0,0,4.0,0,Limited Data,732.0,683.5054579566774,High,1,2,0.001213224143160449,1.0,0.0,0.6835054579566775
2024,29539,4,0,0,102.0,0,A,102.0,529.0,Medium,1,4,0.030937215650591446,0.67,0.0,0.529
2024,29540,2,0,0,33.5,0,Limited Data,6.0,683.5054579566774,High,1,2,0.01016075219896876,1.0,1.0,0.6835054579566775
2024,29541,2,0,0,52.0,1,Limited Data,8.0,924.0,Medium,1,2,0.015771913861085837,0.67,1.0,0.924
2024,29542,2,0,0,67.0,1,E,19.0,902.0,Low,1,2,0.02032150439793752,0.33,1.0,0.902
2024,29543,0,0,2,36.21,1,B,45.0,389.0,Low,1,2,0.010982711555959963,0.33,0.5,0.389
2024,29544,0,0,4,46.5,1,A,3.0,428.0,High,1,4,0.014103730664240218,1.0,1.0,0.428
2024,29545,2,0,0,98.0,0,A,13.0,474.0,Medium,1,2,0.029723991507430998,0.67,1.0,0.474
2024,29546,0,30,0,159.2,7,B,70.0,811.0,Medium,15,30,0.04828632089778586,0.67,0.0,0.811
2024,29547,0,0,4,62.0,0,E,11.0,386.0,Medium,1,2,0.01880497421898696,0.67,1.0,0.386
2024,1228,0,20,0,47.5,5,A,65.0,947.0,Low,11,22,0.01440703670003033,0.33,0.0,0.947
2024,29548,3,0,0,52.0,1,A,83.0,906.0,Medium,1,3,0.015771913861085837,0.67,0.0,0.906
2024,29549,0,40,0,69.0,2,Limited Data,6.0,409.0,Low,10,20,0.020928116469517744,0.33,1.0,0.409
2024,29550,2,0,0,136.0,1,B,74.0,858.0,High,1,2,0.04124962086745526,1.0,0.0,0.858
2024,29551,2,0,0,71.0,1,Limited Data,151.0,926.0,Medium,1,2,0.021534728541097968,0.67,0.0,0.926
2024,29552,2,0,0,73.0,0,A,124.0,871.0,Low,1,2,0.022141340612678192,0.33,0.0,0.871
2024,29553,2,0,0,56.75,2,D,2.0,916.0,Low,3,4,0.01721261753108887,0.33,1.0,0.916
2024,29554,4,0,0,12.0,1,C,36.0,540.0,Low,1,4,0.003639672429481347,0.33,0.5,0.54
2024,29555,4,10,0,64.57,2,A,80.0,504.0,Medium,11,14,0.019584470730967543,0.67,0.0,0.504
2024,29556,2,0,0,223.67,1,A,44.0,531.0,Medium,1,2,0.0678404610251744,0.67,0.5,0.531
2024,29557,2,0,0,4.0,0,A,10.0,376.0,Low,1,2,0.001213224143160449,0.33,1.0,0.376
2024,29558,0,0,2,69.0,0,A,11.0,593.0,High,1,2,0.020928116469517744,1.0,1.0,0.593
2024,29559,0,0,7,19.53,0,A,105.0,626.0,Low,1,7,0.005923566878980892,0.33,0.0,0.626
2024,29560,4,0,0,65.0,0,F,26.0,350.0,Low,1,4,0.019714892326357293,0.33,0.5,0.35
2024,29561,4,0,0,46.25,1,D,6.0,915.0,High,1,4,0.014027904155292691,1.0,1.0,0.915
2024,29562,5,0,0,59.0,2,C,63.0,973.0,Medium,2,5,0.01789505611161662,0.67,0.0,0.973
2024,29563,4,0,0,81.0,1,A,66.0,966.0,Medium,1,4,0.02456778889899909,0.67,0.0,0.966
2024,29564,7,0,0,65.81,1,B,6.0,687.0,Low,1,7,0.019960570215347286,0.33,1.0,0.687
2024,29565,2,0,0,186.0,0,B,634.0,937.0,Medium,1,2,0.056414922656960874,0.67,0.0,0.937
2024,29566,3,0,0,61.0,1,Limited Data,6.0,529.0,Medium,1,3,0.018501668183196845,0.67,1.0,0.529
2024,29567,3,0,0,9.0,1,A,93.0,477.0,Low,1,3,0.00272975432211101,0.33,0.0,0.477
2024,29568,0,0,4,30.67,1,B,22.0,411.0,Medium,1,4,0.009302396117682743,0.67,0.5,0.411
2024,29569,0,40,0,156.5,6,B,33.0,869.0,High,20,40,0.04746739460115256,1.0,0.5,0.869
2024,29570,2,0,0,189.0,1,Limited Data,148.74457038579175,683.5054579566774,Low,1,2,0.05732484076433121,0.33,0.0,0.6835054579566775
2024,29571,3,0,0,78.0,0,Limited Data,33.0,321.0,Medium,1,3,0.023657870791628753,0.67,0.5,0.321
2024,29572,5,0,0,57.0,2,C,1.0,704.0,Medium,2,5,0.017288444040036398,0.67,1.0,0.704
2024,29573,2,0,0,21.0,0,A,2.0,924.0,Low,1,2,0.006369426751592357,0.33,1.0,0.924
2024,29574,2,0,0,6.0,1,A,3.0,972.0,Low,1,2,0.0018198362147406734,0.33,1.0,0.972
2024,29575,4,0,0,39.0,2,E,1.0,894.0,Medium,2,4,0.011828935395814377,0.67,1.0,0.894
2024,29577,2,0,0,8.0,1,Limited Data,148.74457038579175,683.5054579566774,Low,1,2,0.002426448286320898,0.33,0.0,0.6835054579566775
2024,29578,1,0,0,54.0,1,C,83.0,613.0,High,1,1,0.01637852593266606,1.0,0.0,0.613
2024,29579,6,0,0,203.0,0,F,81.0,981.0,Medium,1,6,0.06157112526539278,0.67,0.0,0.981
2024,29580,2,0,0,134.0,1,A,6.0,954.0,High,1,2,0.04064300879587504,1.0,1.0,0.954
2024,29581,2,0,0,38.0,0,Limited Data,28.0,683.5054579566774,Low,1,2,0.011525629360024265,0.33,0.5,0.6835054579566775
2024,29582,2,0,0,50.0,1,C,39.0,901.0,Medium,1,2,0.015165301789505611,0.67,0.5,0.901
2024,29583,3,0,0,32.0,1,Limited Data,168.0,880.0,Medium,1,3,0.009705793145283591,0.67,0.0,0.88
2024,29584,2,0,0,56.0,1,D,853.0,465.0,Low,1,2,0.016985138004246284,0.33,0.0,0.465
2024,29585,1,0,0,18.0,1,Limited Data,0.0,926.0,High,1,1,0.00545950864422202,1.0,1.0,0.926
2024,29586,5,0,0,94.4,2,Limited Data,43.0,929.0,Medium,3,5,0.028632089778586594,0.67,0.5,0.929
2024,29587,7,0,0,68.86,3,E,6.0,641.0,Medium,3,7,0.020885653624507127,0.67,1.0,0.641
2024,29588,1,0,0,46.0,1,B,2.0,494.0,Medium,1,1,0.013952077646345162,0.67,1.0,0.494
2024,29589,4,0,0,119.0,1,Limited Data,10.0,683.5054579566774,Medium,1,4,0.036093418259023353,0.67,1.0,0.6835054579566775
2024,29590,2,0,0,76.0,1,Limited Data,81.0,919.0,Medium,1,2,0.02305125872004853,0.67,0.0,0.919
2024,29591,0,0,9,71.0,1,F,89.0,406.0,Medium,1,9,0.021534728541097968,0.67,0.0,0.406
2024,29592,0,0,8,84.25,2,F,26.0,411.0,Low,2,8,0.025553533515316956,0.33,0.5,0.411
2024,29593,2,0,0,69.0,0,A,10.0,508.0,Medium,1,2,0.020928116469517744,0.67,1.0,0.508
2024,29594,0,0,0,7.0,1,A,91.0,552.0,Low,2,4,0.0021231422505307855,0.33,0.0,0.552
2024,29595,2,0,0,68.0,1,D,2.0,926.0,High,1,2,0.02062481043372763,1.0,1.0,0.926
2024,29596,0,0,4,66.0,1,D,41.0,339.0,High,1,4,0.020018198362147407,1.0,0.5,0.339
2024,29597,0,0,5,63.0,1,F,41.0,950.0,Low,1,5,0.01910828025477707,0.33,0.5,0.95
2024,29598,5,0,0,51.0,1,A,76.0,677.0,High,1,5,0.015468607825295723,1.0,0.0,0.677
2024,29599,0,4,0,68.0,0,Limited Data,737.0,672.0,Medium,1,4,0.02062481043372763,0.67,0.0,0.672
2024,29600,0,0,5,15.8,1,F,3.0,915.0,Medium,1,5,0.004792235365483773,0.67,1.0,0.915
2024,29601,0,0,6,111.0,1,C,42.0,541.0,Medium,1,6,0.03366696997270246,0.67,0.5,0.541
2024,29602,2,0,0,63.0,0,F,7.0,518.0,Medium,1,2,0.01910828025477707,0.67,1.0,0.518
2024,1234,0,0,1,13.47,1,D,66.0,614.0,High,2,2,0.004085532302092812,1.0,0.0,0.614
2024,29603,5,0,0,26.0,2,F,11.0,309.0,High,2,5,0.007885956930542918,1.0,1.0,0.309
2024,29604,0,0,2,116.0,0,E,34.0,543.0,Medium,1,2,0.035183500151653016,0.67,0.5,0.543
2024,29605,2,0,0,119.0,1,Limited Data,30.0,929.0,Medium,1,2,0.036093418259023353,0.67,0.5,0.929
2024,29606,2,0,0,59.5,1,D,58.0,931.0,Medium,1,2,0.018046709129511677,0.67,0.0,0.931
2024,29607,0,0,0,28.0,0,Limited Data,328.0,824.0,High,1,10,0.008492569002123142,1.0,0.0,0.824
2024,29608,5,0,0,60.0,1,C,9.0,874.0,High,1,5,0.018198362147406732,1.0,1.0,0.874
2024,29609,0,0,2,20.1,1,Limited Data,148.74457038579175,683.5054579566774,Low,1,2,0.006096451319381256,0.33,0.0,0.6835054579566775
2024,29610,2,0,0,6.0,1,A,27.0,906.0,Low,1,2,0.0018198362147406734,0.33,0.5,0.906
